0.00000000, 0.00002894, 0.00008683, 0.00002426, 0.00086805, 0.00000831, 0.00004855, 0.00002473, 0.00002819, 0.00002923, 0.00000325, 0.00003878, 0.00003467, 0.00006809, 0.00001051, 0.00001323, 0.00005602, 0.00001541, 0.00007920, 0.00002889, 0.00001179, 0.00002588, 0.00003929, 0.00001387, 0.00002639, 0.00001571, 0.00001902, 0.00000835, 0.00001646, 0.00004295, 0.00000399, 0.00000811, 0.00000541, 0.00005216, 0.00002463, 0.00000693, 0.00001765, 0.00001327, 0.00002008, 0.00001808, 0.00000476, 0.00001009, 0.00001189, 0.00000988, 0.00003110, 0.00000358, 0.00000480, 0.00001133, 0.00001059, 0.00003800, 0.00002298, 0.00013892, 0.00002572, 0.00000193, 0.00001800, 0.00001129, 0.00002208, 0.00001172, 0.00001138, 0.00003270, 0.00003325, 0.00000822, 0.00004396, 0.00027897, 0.00000723, 0.00001094, 0.00003440, 0.00007049, 0.00005711, 0.00000505, 0.00004037, 0.00000564, 0.00003222, 0.00004732, 0.00003036, 0.00000285, 0.00001026, 0.00001455, 0.00000662, 0.00001285, 0.00001157, 0.00002454, 0.00003898, 0.00000930, 0.00001476, 0.00001908, 0.00001937, 0.00001289, 0.00003388, 0.00001727, 0.00001599, 0.00000840, 0.00001385, 0.00002813, 0.00002472, 0.00000980, 0.00001760, 0.00004436, 0.00010653, 0.00004550, 0.00006025, 0.00002289, 0.00001232, 0.00001105, 0.00001646, 0.00000588, 0.00000751, 0.00007337, 0.00000957, 0.00001452, 0.00003323, 0.00001069, 0.00019189, 0.00000742, 0.00001801, 0.00000721, 0.00000972, 0.00000209, 0.00002474, 0.00000564, 0.00000884, 0.00001733, 0.00001353, 0.00002546
0.00002894, 0.00000000, 0.00004044, 0.00001912, 0.00000322, 0.00004951, 0.00001287, 0.00004129, 0.00004192, 0.00000495, 0.00001405, 0.00003952, 0.00002812, 0.00000195, 0.00001407, 0.00000982, 0.00001389, 0.00001550, 0.00002302, 0.00000661, 0.00001461, 0.00001253, 0.00003500, 0.00001618, 0.00001692, 0.00004991, 0.00001912, 0.00004465, 0.00000290, 0.00004373, 0.00018366, 0.00001424, 0.00001777, 0.00002252, 0.00000629, 0.00001262, 0.00001635, 0.00000970, 0.00004732, 0.00003035, 0.00000901, 0.00001150, 0.00001390, 0.00001107, 0.00000870, 0.00000559, 0.00000766, 0.00000967, 0.00086509, 0.00007387, 0.00000623, 0.00002382, 0.00004592, 0.00001785, 0.00001070, 0.00000841, 0.00000380, 0.00002711, 0.00000777, 0.00011953, 0.00000377, 0.00002042, 0.00001672, 0.00001705, 0.00000563, 0.00000717, 0.00008208, 0.00001662, 0.00002729, 0.00000594, 0.00000997, 0.00000689, 0.00002349, 0.00003169, 0.00003119, 0.00000952, 0.00000692, 0.00002287, 0.00003858, 0.00002385, 0.00002711, 0.00005236, 0.00003284, 0.00001212, 0.00001931, 0.00001876, 0.00000800, 0.00000471, 0.00000551, 0.00001889, 0.00001698, 0.00001070, 0.00002461, 0.00001563, 0.00000541, 0.00002262, 0.00001140, 0.00000484, 0.00001187, 0.00017055, 0.00001945, 0.00001884, 0.00000617, 0.00000873, 0.00002294, 0.00001732, 0.00001421, 0.00000868, 0.00001269, 0.00008383, 0.00005007, 0.00000807, 0.00001369, 0.00000913, 0.00002677, 0.00001368, 0.00000839, 0.00002114, 0.00052419, 0.00001753, 0.00002510, 0.00002699, 0.00002001, 0.00002882
0.00008683, 0.00004044, 0.00000000, 0.00003644, 0.00000851, 0.00002961, 0.00011612, 0.00003316, 0.00002593, 0.00005232, 0.00000809, 0.00000956, 0.00003434, 0.00000996, 0.00006286, 0.00006751, 0.00000752, 0.00001564, 0.00001658, 0.00001481, 0.00000802, 0.00008602, 0.00045787, 0.00002906, 0.00002903, 0.00002312, 0.00000910, 0.00001344, 0.00002411, 0.00001766, 0.00065105, 0.00002706, 0.00001903, 0.00000996, 0.00001960, 0.00001299, 0.00002088, 0.00001749, 0.00005926, 0.00000811, 0.00000685, 0.00000285, 0.00028758, 0.00001363, 0.00002680, 0.00000445, 0.00001152, 0.00001598, 0.00000292, 0.00002211, 0.00001442, 0.00001214, 0.00000384, 0.00001290, 0.00000868, 0.00061710, 0.00001861, 0.00001576, 0.00000298, 0.00019350, 0.00000345, 0.00008625, 0.00003627, 0.00000272, 0.00001118, 0.00001667, 0.00001043, 0.00005443, 0.00004095, 0.00001703, 0.00003151, 0.00005850, 0.00005741, 0.00016234, 0.00000588, 0.00001037, 0.00000971, 0.00000508, 0.00000547, 0.00003346, 0.00000957, 0.00002261, 0.00002685, 0.00002076, 0.00002837, 0.00001632, 0.00000259, 0.00089172, 0.00000923, 0.00005127, 0.00000219, 0.00001312, 0.00001530, 0.00000711, 0.00002031, 0.00001731, 0.00001697, 0.00003031, 0.00000730, 0.00001513, 0.00001496, 0.00001711, 0.00000836, 0.00001068, 0.00001468, 0.00001897, 0.00000695, 0.00002490, 0.00000885, 0.00007737, 0.00005356, 0.00000927, 0.00003093, 0.00002778, 0.00000695, 0.00000817, 0.00000832, 0.00002558, 0.00001257, 0.00000058, 0.00000986, 0.00003047, 0.00001646, 0.00016109
0.00002426, 0.00001912, 0.00003644, 0.00000000, 0.00001492, 0.00002966, 0.00015864, 0.00005156, 0.00001942, 0.00000772, 0.00003441, 0.00000569, 0.00001289, 0.00007310, 0.00000667, 0.00002691, 0.00000879, 0.00012721, 0.00000566, 0.00001473, 0.00000284, 0.00006906, 0.00007137, 0.00006029, 0.00000901, 0.00001077, 0.00005038, 0.00000365, 0.00002838, 0.00001594, 0.00002224, 0.00002099, 0.00000290, 0.00002736, 0.00000735, 0.00000227, 0.00000770, 0.00000497, 0.00003843, 0.00002704, 0.00001895, 0.00000771, 0.00002791, 0.00000504, 0.00001549, 0.00000564, 0.00000403, 0.00002023, 0.00000939, 0.00001341, 0.00000386, 0.00001549, 0.00000959, 0.00000922, 0.00000570, 0.00001728, 0.00050885, 0.00001228, 0.00001337, 0.00002371, 0.00000492, 0.00000400, 0.00002422, 0.00000755, 0.00000603, 0.00000173, 0.00000723, 0.00000741, 0.00302049, 0.00005921, 0.00003443, 0.00002094, 0.00005264, 0.00000741, 0.00003679, 0.00000828, 0.00002673, 0.00000433, 0.00000434, 0.00001315, 0.00001277, 0.00000784, 0.00010071, 0.00002245, 0.00000743, 0.00007807, 0.00000126, 0.00000801, 0.00002480, 0.00001505, 0.00017330, 0.00001448, 0.00002418, 0.00000600, 0.00000691, 0.00000655, 0.00001975, 0.00001244, 0.00002448, 0.00002184, 0.00000764, 0.00001157, 0.00018623, 0.00005521, 0.00001813, 0.00001362, 0.00002519, 0.00001205, 0.00001712, 0.00002821, 0.00001193, 0.00002776, 0.00001689, 0.00009478, 0.00000991, 0.00001057, 0.00000616, 0.00008813, 0.00001299, 0.00001073, 0.00000542, 0.00000187, 0.00008591, 0.00001034
0.00086805, 0.00000322, 0.00000851, 0.00001492, 0.00000000, 0.00001601, 0.00003183, 0.00013734, 0.00000637, 0.00001163, 0.00000834, 0.00000825, 0.00002157, 0.00001765, 0.00001576, 0.00004704, 0.00001587, 0.00005592, 0.00000474, 0.00037808, 0.00000304, 0.00004343, 0.00002021, 0.00000433, 0.00004259, 0.00001742, 0.00001009, 0.00001063, 0.00004254, 0.00000746, 0.00000723, 0.00001749, 0.00000426, 0.00002051, 0.00000872, 0.00000907, 0.00001066, 0.00154572, 0.00001036, 0.00000822, 0.00001412, 0.00001344, 0.00001165, 0.00035840, 0.00003993, 0.00005599, 0.00000892, 0.00002474, 0.00066552, 0.00008631, 0.00000598, 0.00000856, 0.00002752, 0.00067367, 0.00005932, 0.00051350, 0.00000895, 0.00002389, 0.00000305, 0.00000681, 0.00000305, 0.00000867, 0.00000560, 0.00002823, 0.00021353, 0.00011060, 0.00003119, 0.00001624, 0.00006462, 0.00000239, 0.00000321, 0.00000780, 0.00001010, 0.00001426, 0.00001849, 0.00001899, 0.00003495, 0.00001093, 0.00000660, 0.00245944, 0.00006085, 0.00000624, 0.00001867, 0.00000111, 0.00000629, 0.00001706, 0.00001062, 0.00031633, 0.00001493, 0.00007082, 0.00004914, 0.00003561, 0.00001407, 0.00005577, 0.00003835, 0.00000532, 0.00017933, 0.00001410, 0.00001304, 0.00003514, 0.00001876, 0.00001424, 0.00000383, 0.00000727, 0.00003155, 0.00001380, 0.00058725, 0.00001877, 0.00001062, 0.00004030, 0.00002591, 0.00005627, 0.00002053, 0.00000774, 0.00073652, 0.00001557, 0.00001430, 0.00002142, 0.00002951, 0.00048380, 0.00001240, 0.00002458, 0.00001395, 0.00001893
0.00000831, 0.00004951, 0.00002961, 0.00002966, 0.00001601, 0.00000000, 0.00000519, 0.00000736, 0.00002350, 0.00000687, 0.00000618, 0.00002753, 0.00001935, 0.00001969, 0.00001222, 0.00000476, 0.00000677, 0.00022933, 0.00002740, 0.00000393, 0.00000069, 0.00000201, 0.00001117, 0.00000985, 0.00000843, 0.00004152, 0.00003456, 0.00003463, 0.00001669, 0.00001184, 0.00001189, 0.00002206, 0.00006347, 0.00000917, 0.00000630, 0.00000726, 0.00002054, 0.00001188, 0.00006670, 0.00002927, 0.00004512, 0.00000846, 0.00000679, 0.00003078, 0.00010995, 0.00000525, 0.00000604, 0.00003365, 0.00001277, 0.00002170, 0.00002114, 0.00001414, 0.00000737, 0.00004128, 0.00000326, 0.00002420, 0.00000680, 0.00000201, 0.00002925, 0.00010273, 0.00013818, 0.00001370, 0.00001432, 0.00002278, 0.00012054, 0.00005131, 0.00003088, 0.00000857, 0.00001877, 0.00002716, 0.00000515, 0.00001034, 0.00001552, 0.00003086, 0.00001505, 0.00095635, 0.00000609, 0.00048800, 0.00000496, 0.00001720, 0.00000511, 0.00003051, 0.00001579, 0.00071036, 0.00002451, 0.00001189, 0.00004512, 0.00019301, 0.00000734, 0.00002593, 0.00002563, 0.00001099, 0.00000947, 0.00001943, 0.00002766, 0.00007836, 0.00005693, 0.00001362, 0.00001672, 0.00001983, 0.00004359, 0.00011683, 0.00001484, 0.00003560, 0.00000673, 0.00016863, 0.00000847, 0.00000766, 0.00000956, 0.00008817, 0.00001530, 0.00005764, 0.00000918, 0.00005428, 0.00001203, 0.00003187, 0.00002844, 0.00001801, 0.00059805, 0.00000583, 0.00006904, 0.00002660, 0.00003186, 0.00019651
0.00004855, 0.00001287, 0.00011612, 0.00015864, 0.00003183, 0.00000519, 0.00000000, 0.00107102, 0.00001870, 0.00010535, 0.00001336, 0.00001170, 0.00000956, 0.00001957, 0.00001842, 0.00000731, 0.00002650, 0.00003535, 0.00003993, 0.00004340, 0.00000320, 0.00008284, 0.00000685, 0.00002543, 0.00003177, 0.00000529, 0.00001396, 0.00004919, 0.00001225, 0.00002877, 0.00002894, 0.00001315, 0.00001205, 0.00080569, 0.00000516, 0.00002782, 0.00003621, 0.00001272, 0.00013271, 0.00004195, 0.00001450, 0.00053970, 0.00001160, 0.00000768, 0.00001543, 0.00001701, 0.00000625, 0.00000780, 0.00000246, 0.00018300, 0.00001325, 0.00001250, 0.00002439, 0.00002336, 0.00000937, 0.00000712, 0.00000745, 0.00000558, 0.00001619, 0.00000715, 0.00000974, 0.00000819, 0.00000619, 0.00002415, 0.00001984, 0.00001049, 0.00002474, 0.00003541, 0.00003739, 0.00001950, 0.00000325, 0.00002773, 0.00001004, 0.00003847, 0.00002339, 0.00003688, 0.00001079, 0.00000997, 0.00000938, 0.00001078, 0.00057640, 0.00001210, 0.00000797, 0.00000497, 0.00001961, 0.00000473, 0.00000900, 0.00000174, 0.00003364, 0.00002714, 0.00002330, 0.00000446, 0.00001876, 0.00001081, 0.00000415, 0.00005599, 0.00000817, 0.00001115, 0.00001134, 0.00044794, 0.00003263, 0.00032733, 0.00004302, 0.00000518, 0.00004058, 0.00003155, 0.00001349, 0.00001070, 0.00006451, 0.00002780, 0.00004171, 0.00009909, 0.00000794, 0.00001252, 0.00000137, 0.00000573, 0.00001278, 0.00012026, 0.00000396, 0.00000849, 0.00001517, 0.00017823, 0.00023274, 0.00001077
0.00002473, 0.00004129, 0.00003316, 0.00005156, 0.00013734, 0.00000736, 0.00107102, 0.00000000, 0.00001879, 0.00000741, 0.00001239, 0.00000708, 0.00003137, 0.00007816, 0.00005068, 0.00030696, 0.00002159, 0.00004428, 0.00003720, 0.00000499, 0.00001247, 0.00001825, 0.00028513, 0.00000499, 0.00001628, 0.00001143, 0.00000517, 0.00001172, 0.00197548, 0.00003413, 0.00020272, 0.00000871, 0.00000544, 0.00001882, 0.00001163, 0.00001875, 0.00001925, 0.00035074, 0.00000798, 0.00002107, 0.00001580, 0.00001004, 0.00002799, 0.00003309, 0.00000938, 0.00000873, 0.00000262, 0.00001583, 0.00000938, 0.00001474, 0.00006009, 0.00007186, 0.00004405, 0.00001876, 0.00000901, 0.00000489, 0.00001352, 0.00001825, 0.00001363, 0.00001403, 0.00025016, 0.00009583, 0.00003148, 0.00001525, 0.00002108, 0.00003163, 0.00004529, 0.00002143, 0.00002017, 0.00000731, 0.00001604, 0.00001154, 0.00000336, 0.00000615, 0.00001921, 0.00000597, 0.00005019, 0.00001395, 0.00000359, 0.00002139, 0.00012060, 0.00027540, 0.00000979, 0.00001276, 0.00001203, 0.00001364, 0.00001781, 0.00001213, 0.00001404, 0.00004811, 0.00000557, 0.00002483, 0.00001208, 0.00000592, 0.00001556, 0.00001292, 0.00000195, 0.00018966, 0.00065661, 0.00005034, 0.00000680, 0.00000751, 0.00018524, 0.00001309, 0.00002965, 0.00002626, 0.00000855, 0.00003157, 0.00001982, 0.00000963, 0.00004779, 0.00001884, 0.00001100, 0.00002367, 0.00002008, 0.00002107, 0.00002775, 0.00001984, 0.00001489, 0.00002094, 0.00002194, 0.00017951, 0.00007340, 0.00002913
0.00002819, 0.00004192, 0.00002593, 0.00001942, 0.00000637, 0.00002350, 0.00001870, 0.00001879, 0.00000000, 0.00000395, 0.00000554, 0.00001286, 0.00001381, 0.00001118, 0.00000259, 0.00001523, 0.00001693, 0.00001793, 0.00003276, 0.00000562, 0.00006694, 0.00000940, 0.00001526, 0.00001659, 0.00001225, 0.00000733, 0.00001354, 0.00000805, 0.00003355, 0.00001062, 0.00003425, 0.00001030, 0.00002043, 0.00000700, 0.00001143, 0.00000567, 0.00001308, 0.00000499, 0.00000329, 0.00004904, 0.00001083, 0.00001019, 0.00000351, 0.00009034, 0.00000631, 0.00000307, 0.00003519, 0.00003876, 0.00012390, 0.00000413, 0.00000253, 0.00000977, 0.00008505, 0.00008687, 0.00000632, 0.00000543, 0.00000419, 0.00001527, 0.00000775, 0.00000799, 0.00002218, 0.00001007, 0.00000778, 0.00000791, 0.00001020, 0.00001026, 0.00001140, 0.00000638, 0.00001409, 0.00002636, 0.00000524, 0.00001327, 0.00000466, 0.00003202, 0.00000554, 0.00003724, 0.00015840, 0.00013127, 0.00000311, 0.00003122, 0.00001638, 0.00001404, 0.00000422, 0.00000196, 0.00001773, 0.00001026, 0.00001503, 0.00000454, 0.00000235, 0.00005198, 0.00002331, 0.00000585, 0.00001498, 0.00000867, 0.00005387, 0.00005626, 0.00000998, 0.00099408, 0.00001736, 0.00003084, 0.00002821, 0.00002005, 0.00027519, 0.00000967, 0.00001192, 0.00000840, 0.00001248, 0.00001346, 0.00001837, 0.00001118, 0.00001698, 0.00007638, 0.00000594, 0.00002665, 0.00001072, 0.00010667, 0.00004950, 0.00000792, 0.00003859, 0.00000502, 0.00001793, 0.00001701, 0.00009243, 0.00000957
0.00002923, 0.00000495, 0.00005232, 0.00000772, 0.00001163, 0.00000687, 0.00010535, 0.00000741, 0.00000395, 0.00000000, 0.00001795, 0.00000264, 0.00004082, 0.00001628, 0.00001280, 0.00000131, 0.00002268, 0.00000592, 0.00002419, 0.00000233, 0.00003561, 0.00000352, 0.00110423, 0.00000549, 0.00000964, 0.00001976, 0.00000097, 0.00001390, 0.00001620, 0.00061290, 0.00001187, 0.00000627, 0.00004165, 0.00001309, 0.00006739, 0.00001271, 0.00001128, 0.00001471, 0.00002822, 0.00001369, 0.00000863, 0.00000843, 0.00003090, 0.00002804, 0.00000935, 0.00001107, 0.00068153, 0.00004808, 0.00001507, 0.00001797, 0.00027607, 0.00000738, 0.00005581, 0.00002292, 0.00000753, 0.00000872, 0.00001027, 0.00000523, 0.00002094, 0.00001260, 0.00001090, 0.00000408, 0.00001733, 0.00000847, 0.00001109, 0.00000600, 0.00000819, 0.00000136, 0.00001151, 0.00002725, 0.00001432, 0.00000668, 0.00000803, 0.00001778, 0.00001421, 0.00001454, 0.00001640, 0.00001910, 0.00000421, 0.00001620, 0.00002171, 0.00001890, 0.00000548, 0.00010924, 0.00002006, 0.00001775, 0.00000731, 0.00001016, 0.00000445, 0.00000759, 0.00001980, 0.00000621, 0.00002782, 0.00001606, 0.00003042, 0.00004969, 0.00001322, 0.00001014, 0.00001707, 0.00007251, 0.00002027, 0.00006546, 0.00096788, 0.00000825, 0.00003203, 0.00001365, 0.00000701, 0.00002116, 0.00000564, 0.00000585, 0.00000786, 0.00001068, 0.00000321, 0.00003055, 0.00003281, 0.00004861, 0.00004361, 0.00000298, 0.00000796, 0.00003220, 0.00003176, 0.00003872, 0.00000859, 0.00017729
