0.00000000, 0.00006660, 0.00002508, 0.00000278, 0.00002038, 0.00000501, 0.00002016, 0.00000171, 0.00012761, 0.00000156, 0.00000724, 0.00000927, 0.00011995, 0.00002107, 0.00001163, 0.00006655, 0.00003109, 0.00002406, 0.00000261, 0.00014257, 0.00000728, 0.00000048, 0.00000045, 0.00016514, 0.00002690, 0.00025962, 0.00016507, 0.00000129, 0.00001465, 0.00000973, 0.00003334, 0.00002097, 0.00000750, 0.00003500, 0.00009637, 0.00003881, 0.00000758, 0.00001202, 0.00002888, 0.00008782, 0.00001319, 0.00000409, 0.00003273, 0.00019174, 0.00008961, 0.00001171, 0.00003741, 0.00003679, 0.00000122, 0.00000484, 0.00013316, 0.00018756, 0.00012829, 0.00000425, 0.00004768, 0.00000226, 0.00001203, 0.00000322, 0.00000095, 0.00005490, 0.00000330, 0.00000242, 0.00001205, 0.00001034, 0.00015333, 0.00004809, 0.00001941, 0.00005608, 0.00000822, 0.00010267, 0.00000491, 0.00000376, 0.00000648, 0.00000374, 0.00000247, 0.00000873, 0.00000497, 0.00000211, 0.00000353, 0.00001895, 0.00000110, 0.00000908, 0.00001631, 0.00000846, 0.00001080, 0.00004534, 0.00000506, 0.00000348, 0.00005423, 0.00000257, 0.00004568, 0.00015131, 0.00000410, 0.00023678, 0.00006828, 0.00007366, 0.00117574, 0.00000702, 0.00000154, 0.00008096, 0.00000347, 0.00007245, 0.00002031, 0.00003570
0.00006660, 0.00000000, 0.00000375, 0.00065920, 0.00002411, 0.00005376, 0.00001234, 0.00000396, 0.00003533, 0.00000075, 0.00002214, 0.00002338, 0.00000690, 0.00001111, 0.00073759, 0.00000169, 0.00000386, 0.00050158, 0.00000122, 0.00004522, 0.00038466, 0.00001149, 0.00000060, 0.00002116, 0.00000415, 0.00008117, 0.00000224, 0.00001385, 0.00001047, 0.00087355, 0.00002859, 0.00003074, 0.00000887, 0.00003526, 0.00003220, 0.00002024, 0.00087702, 0.00000119, 0.00004747, 0.00005023, 0.00000409, 0.00000692, 0.00000164, 0.00001251, 0.00002425, 0.00000517, 0.00000102, 0.00000360, 0.00013572, 0.00000273, 0.00000093, 0.00007247, 0.00001146, 0.00004082, 0.00028441, 0.00000229, 0.00017572, 0.00001302, 0.00000568, 0.00000536, 0.00000569, 0.00004439, 0.00003626, 0.00000785, 0.00000227, 0.00000914, 0.00003238, 0.00104094, 0.00053763, 0.00027028, 0.00002882, 0.00000713, 0.00003566, 0.00001584, 0.00000451, 0.00003225, 0.00001198, 0.00000229, 0.00000183, 0.00021743, 0.00001641, 0.00008404, 0.00000081, 0.00018004, 0.00000854, 0.00000208, 0.00000144, 0.00000826, 0.00000115, 0.00017237, 0.00000726, 0.00015621, 0.00000311, 0.00001916, 0.00001101, 0.00000341, 0.00000457, 0.00011356, 0.00003226, 0.00000365, 0.00003028, 0.00000253, 0.00888510, 0.00001271
0.00002508, 0.00000375, 0.00000000, 0.00002431, 0.00000294, 0.00013927, 0.00000401, 0.00000108, 0.00000228, 0.00000791, 0.00002230, 0.00000428, 0.00000401, 0.00000193, 0.00000258, 0.00098493, 0.00003951, 0.00000204, 0.00000129, 0.00014387, 0.00000296, 0.00016960, 0.00006742, 0.00001132, 0.00002478, 0.00000597, 0.00002069, 0.00006501, 0.00000717, 0.00000215, 0.00042105, 0.00433046, 0.00010911, 0.00000940, 0.00012367, 0.00001783, 0.00000647, 0.00022937, 0.00000664, 0.00004753, 0.00229360, 0.00001895, 0.00003407, 0.00000999, 0.00000747, 0.00000301, 0.00002024, 0.00004228, 0.00002534, 0.00054066, 0.00000740, 0.00000709, 0.00003476, 0.00000828, 0.00000532, 0.00001008, 0.00002837, 0.00000168, 0.00003441, 0.00000749, 0.00000188, 0.00000269, 0.00000217, 0.00000404, 0.00001011, 0.00000111, 0.00000243, 0.00000452, 0.00019086, 0.00009450, 0.00000184, 0.00000805, 0.00000268, 0.00002029, 0.00001873, 0.00005457, 0.00000573, 0.00000304, 0.00000632, 0.00001995, 0.00001033, 0.00000182, 0.00006170, 0.00000257, 0.00001517, 0.00000699, 0.00002164, 0.00001013, 0.00000309, 0.00004005, 0.00000219, 0.00000183, 0.00000152, 0.00002411, 0.00000838, 0.00001402, 0.00022096, 0.00000287, 0.00001270, 0.00000167, 0.00001692, 0.00000852, 0.00005660, 0.00008642
0.00000278, 0.00065920, 0.00002431, 0.00000000, 0.00000625, 0.00000103, 0.00007358, 0.00005599, 0.00000886, 0.00000182, 0.00000038, 0.00000014, 0.00000193, 0.00001570, 0.00001346, 0.00000433, 0.00005417, 0.00001394, 0.00018524, 0.00005003, 0.00000254, 0.00000470, 0.00046901, 0.00000984, 0.00489374, 0.00000142, 0.00000358, 0.00010096, 0.00002797, 0.00003031, 0.00000231, 0.00023998, 0.00000947, 0.00000878, 0.00007389, 0.00000214, 0.00000149, 0.00000934, 0.00000722, 0.00002951, 0.00004186, 0.00044643, 0.00000240, 0.00000196, 0.00004005, 0.00026274, 0.00000791, 0.00019919, 0.00000308, 0.00072766, 0.00000261, 0.00007578, 0.00001685, 0.00000408, 0.00003138, 0.00006307, 0.00001441, 0.00002038, 0.00035323, 0.00116749, 0.00005550, 0.00001082, 0.00002083, 0.00000382, 0.00003050, 0.00004947, 0.00011558, 0.00034002, 0.00012566, 0.00010856, 0.00005598, 0.00000514, 0.00001082, 0.00008428, 0.00000093, 0.00002550, 0.00001135, 0.00000397, 0.00000918, 0.00001773, 0.00000926, 0.00000253, 0.00001060, 0.00001469, 0.00002430, 0.00001523, 0.00001470, 0.00062278, 0.00001563, 0.00000825, 0.00026188, 0.00001587, 0.00137907, 0.00000217, 0.00000553, 0.00000582, 0.00006667, 0.00017213, 0.00002011, 0.00001392, 0.00002025, 0.00000547, 0.00001016, 0.00000515
0.00002038, 0.00002411, 0.00000294, 0.00000625, 0.00000000, 0.00000332, 0.00001044, 0.00001225, 0.00000472, 0.00003290, 0.00000106, 0.00000192, 0.00000413, 0.00000017, 0.00006961, 0.00000211, 0.00000273, 0.00000626, 0.00066223, 0.00000004, 0.00001278, 0.00012309, 0.00000597, 0.00033141, 0.00074309, 0.00021138, 0.00000675, 0.00008007, 0.00780840, 0.00206004, 0.00000423, 0.00171648, 0.00000723, 0.00000675, 0.00000242, 0.00043973, 0.00004442, 0.00000034, 0.00005008, 0.00000084, 0.00004091, 0.00033741, 0.00001461, 0.00003171, 0.00003404, 0.00000218, 0.00003130, 0.00000857, 0.00001086, 0.00007448, 0.00017882, 0.00005198, 0.00001699, 0.00000195, 0.00000058, 0.00001115, 0.00004082, 0.00000618, 0.00000049, 0.00003784, 0.00002860, 0.00004021, 0.00000122, 0.00000135, 0.00000142, 0.00000495, 0.00002841, 0.00000819, 0.00001474, 0.00000846, 0.00000619, 0.00000617, 0.00044789, 0.00005320, 0.00000804, 0.00000450, 0.00009919, 0.00001542, 0.00006843, 0.00000320, 0.00007548, 0.00001271, 0.00016922, 0.00000979, 0.00000387, 0.00001144, 0.00006106, 0.00013998, 0.00001402, 0.00000807, 0.00001062, 0.00001035, 0.00000784, 0.00000332, 0.00045462, 0.00003828, 0.00009120, 0.00000529, 0.00001580, 0.00001287, 0.00006199, 0.00001211, 0.00000061, 0.00002275
0.00000501, 0.00005376, 0.00013927, 0.00000103, 0.00000332, 0.00000000, 0.00000638, 0.00000364, 0.00027143, 0.00000333, 0.00002757, 0.00000933, 0.00002298, 0.00000152, 0.00001476, 0.00001146, 0.00011822, 0.00000206, 0.00000436, 0.00000583, 0.00023792, 0.00000158, 0.00000508, 0.00003129, 0.00000989, 0.00003614, 0.00000297, 0.00001881, 0.00000226, 0.00001311, 0.00006346, 0.00001508, 0.00014387, 0.00020573, 0.00003922, 0.00004342, 0.00000743, 0.00000054, 0.00000065, 0.00001310, 0.00000217, 0.00002393, 0.00000364, 0.00001707, 0.00003073, 0.00004616, 0.00000454, 0.00003603, 0.00000282, 0.00052478, 0.00004099, 0.00000289, 0.00001718, 0.00002395, 0.00012290, 0.00000143, 0.00014132, 0.00000226, 0.00000452, 0.00003522, 0.00017796, 0.00000900, 0.00001448, 0.00001822, 0.00014723, 0.00006380, 0.00021354, 0.00005609, 0.00000467, 0.00004997, 0.00000741, 0.00000863, 0.00000859, 0.00000532, 0.00001743, 0.00007044, 0.00010664, 0.00004107, 0.00003971, 0.00000832, 0.00000088, 0.00000517, 0.00000082, 0.00000124, 0.00003112, 0.00000412, 0.00002453, 0.00002480, 0.00000435, 0.00041275, 0.00001801, 0.00000322, 0.00000564, 0.00005761, 0.00014503, 0.00000348, 0.00000357, 0.00006713, 0.00000849, 0.00032485, 0.00005134, 0.00001176, 0.00001439, 0.00011088
0.00002016, 0.00001234, 0.00000401, 0.00007358, 0.00001044, 0.00000638, 0.00000000, 0.00000033, 0.00003233, 0.00004432, 0.00000591, 0.00000969, 0.00006763, 0.00008601, 0.00011200, 0.00012104, 0.00000452, 0.00001684, 0.00000446, 0.00000143, 0.00000289, 0.00001877, 0.00000580, 0.00006515, 0.00005663, 0.00000929, 0.00004174, 0.00001533, 0.00004038, 0.00000638, 0.00000462, 0.00000261, 0.00000238, 0.00000976, 0.00007194, 0.00000085, 0.00001425, 0.00000319, 0.00000187, 0.00002522, 0.00002299, 0.00000623, 0.00002182, 0.00000931, 0.00000482, 0.00003017, 0.00004019, 0.00004132, 0.00005220, 0.00000696, 0.00020200, 0.00000094, 0.00006181, 0.00000357, 0.00000166, 0.00000749, 0.00006900, 0.00001524, 0.00016292, 0.00000445, 0.00000162, 0.00010892, 0.00006661, 0.00000189, 0.00000606, 0.00000674, 0.00000072, 0.00003260, 0.00005807, 0.00001219, 0.00005296, 0.00005419, 0.00000587, 0.00001111, 0.00006809, 0.00007053, 0.00000595, 0.00000896, 0.00000190, 0.00001268, 0.00001098, 0.00000377, 0.00002064, 0.00000064, 0.00000711, 0.00000455, 0.00000429, 0.00004767, 0.00001037, 0.00001320, 0.00000058, 0.00000232, 0.00000363, 0.00003642, 0.00003215, 0.00004067, 0.00000590, 0.00003045, 0.00087071, 0.00004258, 0.00000382, 0.00001213, 0.00000208, 0.00001436
0.00000171, 0.00000396, 0.00000108, 0.00005599, 0.00001225, 0.00000364, 0.00000033, 0.00000000, 0.00000902, 0.00000936, 0.00000777, 0.00000997, 0.00006406, 0.00000765, 0.00014260, 0.00038490, 0.00004985, 0.00035383, 0.00003074, 0.00000146, 0.00000984, 0.00001417, 0.00001096, 0.00004657, 0.00000354, 0.00000614, 0.00006718, 0.00000492, 0.00001034, 0.00008148, 0.00004535, 0.00000068, 0.00002495, 0.00015757, 0.00004690, 0.00000811, 0.00000095, 0.00000770, 0.00001614, 0.00001346, 0.00001123, 0.00000264, 0.00001787, 0.00000047, 0.00000625, 0.00007439, 0.00000418, 0.00000151, 0.00000658, 0.00000543, 0.00000034, 0.00002602, 0.00002624, 0.00000126, 0.00010663, 0.00000780, 0.00014311, 0.00002752, 0.00000456, 0.00000496, 0.00000481, 0.00000529, 0.00002220, 0.00007469, 0.00002644, 0.00005338, 0.00001464, 0.00000582, 0.00001286, 0.00022241, 0.00005848, 0.00000467, 0.00001726, 0.00008991, 0.00000864, 0.00000776, 0.00001137, 0.00001041, 0.00001689, 0.00001044, 0.00000663, 0.00000681, 0.00001479, 0.00000110, 0.00000976, 0.00003998, 0.00000154, 0.00030855, 0.00000787, 0.00003194, 0.00001383, 0.00000530, 0.00020675, 0.00018786, 0.00001465, 0.00001611, 0.00004692, 0.00000028, 0.00003323, 0.00000114, 0.00002867, 0.00000215, 0.00001792, 0.00017743
0.00012761, 0.00003533, 0.00000228, 0.00000886, 0.00000472, 0.00027143, 0.00003233, 0.00000902, 0.00000000, 0.00000098, 0.00001239, 0.00000503, 0.00000684, 0.00001510, 0.00001016, 0.00000074, 0.00000533, 0.00000198, 0.00014254, 0.00003181, 0.00000110, 0.00000630, 0.00001929, 0.00000074, 0.00068792, 0.00000491, 0.00001259, 0.00000007, 0.00039257, 0.00007670, 0.00001597, 0.00000053, 0.00000817, 0.00001538, 0.00003428, 0.00000410, 0.00002683, 0.00001487, 0.00000482, 0.00000535, 0.00006485, 0.00000850, 0.00000211, 0.00007647, 0.00258130, 0.00006133, 0.00000115, 0.00000622, 0.00017760, 0.00003963, 0.00001311, 0.00001324, 0.00000772, 0.00001294, 0.00000983, 0.00001190, 0.00003937, 0.00002208, 0.00003801, 0.00000450, 0.00002499, 0.00035735, 0.00004558, 0.00000066, 0.00001567, 0.00001678, 0.00000771, 0.00006197, 0.00001044, 0.00021953, 0.00020957, 0.00012586, 0.00000576, 0.00009216, 0.00000181, 0.00005047, 0.00008127, 0.00010147, 0.00001160, 0.00001134, 0.00000790, 0.00002314, 0.00038120, 0.00001878, 0.00004390, 0.00014904, 0.00001286, 0.00004862, 0.00010223, 0.00000551, 0.00000207, 0.00000502, 0.00001389, 0.00001992, 0.00000291, 0.00002174, 0.00000310, 0.00261040, 0.00007859, 0.00010517, 0.00001266, 0.00026470, 0.00004280, 0.00017106
0.00000156, 0.00000075, 0.00000791, 0.00000182, 0.00003290, 0.00000333, 0.00004432, 0.00000936, 0.00000098, 0.00000000, 0.00000140, 0.00000777, 0.00003786, 0.00210683, 0.00001337, 0.00000424, 0.00000212, 0.00002109, 0.01386772, 0.00002932, 0.00000336, 0.00010363, 0.00000028, 0.00000367, 0.00000176, 0.00002297, 0.00001245, 0.00004348, 0.00000884, 0.00000258, 0.00001199, 0.00000448, 0.00006967, 0.00001877, 0.00018100, 0.00000048, 0.00001555, 0.00002871, 0.00002366, 0.00000596, 0.00002417, 0.00000206, 0.00011504, 0.00007342, 0.00000233, 0.00000088, 0.00006410, 0.00002255, 0.00000580, 0.00002662, 0.00002316, 0.00000274, 0.00000506, 0.00000701, 0.00001315, 0.00002610, 0.00000013, 0.00000891, 0.00000191, 0.00007729, 0.00002098, 0.00002684, 0.00000169, 0.00002391, 0.00000866, 0.00002825, 0.00000324, 0.00000083, 0.00000115, 0.00007834, 0.00004750, 0.00001314, 0.00002869, 0.00180726, 0.00001573, 0.00000056, 0.00006301, 0.00000631, 0.00000183, 0.00035659, 0.00007794, 0.00014698, 0.00000060, 0.00000320, 0.00000285, 0.00000185, 0.00002455, 0.00000095, 0.00034629, 0.00002636, 0.00000109, 0.00501150, 0.00000089, 0.00000849, 0.00000280, 0.00002533, 0.00000585, 0.00004170, 0.00000819, 0.00005428, 0.00003682, 0.00030658, 0.00001363, 0.00000075
